# β-cristobalite 2×2×2 supercell for Vashishta SiO2 MD (units: metal)

192 atoms
2 atom types

0.0 13.57303023 xlo xhi
0.0 13.57303023 ylo yhi
0.0 13.57303023 zlo zhi

Masses

1 28.0855
2 15.999

Atoms

122 2 7.92079512 5.94633000 13.03620512
123 2 11.32122512 0.54853000 11.01702512
124 2 13.01955512 1.14956000 12.73447512
125 2 9.34176512 2.85218000 7.92436512
126 2 9.62553512 1.13947000 9.33757512
127 2 12.72815512 6.21850000 7.93599512
128 2 7.32970512 4.23697000 11.33658512
129 2 10.72900512 2.24400000 12.70993512
130 2 13.02461512 4.24896000 9.03524512
131 2 9.03561512 5.91860000 10.71687512
132 2 11.31956512 3.94726000 7.65020512
133 2 9.32544512 3.96217000 12.42665512
134 2 12.43054512 2.83686000 11.02517512
135 2 7.62938512 0.55150000 7.92124512
136 2 7.93203512 2.85291000 9.33507512
137 1 11.87414512 5.09056000 8.46889512
138 1 8.47406512 5.07576000 11.89105512
139 1 8.47752512 1.68650000 8.48628512
140 1 11.87882512 1.67750000 11.85915512
141 1 10.18519512 6.78188000 10.17511512
142 1 10.19556512 3.40093000 13.56833512
143 1 6.80174512 3.39092000 10.17743512
144 1 6.79148512 6.78513000 6.79299512
145 2 11.31543512 13.03086512 2.53273000
146 2 7.92079512 12.73284512 6.24969000
147 2 11.32122512 7.33504512 4.23051000
148 2 13.01955512 7.93607512 5.94796000
149 2 9.34176512 9.63869512 1.13785000
150 2 9.62553512 7.92598512 2.55106000
151 2 12.72815512 13.00501512 1.14948000
152 2 7.32970512 11.02348512 4.55007000
153 2 10.72900512 9.03051512 5.92342000
154 2 13.02461512 11.03547512 2.24873000
155 2 9.03561512 12.70511512 3.93036000
156 2 11.31956512 10.73377512 0.86369000
157 2 9.32544512 10.74868512 5.64014000
158 2 12.43054512 9.62337512 4.23866000
159 2 7.62938512 7.33801512 1.13473000
160 2 7.93203512 9.63942512 2.54856000
161 1 11.87414512 11.87707512 1.68238000
162 1 8.47406512 11.86227512 5.10454000
163 1 8.47752512 8.47301512 1.69977000
164 1 11.87882512 8.46401512 5.07264000
165 1 10.18519512 13.56839512 3.38860000
166 1 10.19556512 10.18744512 6.78182000
167 1 6.80174512 10.17743512 3.39092000
168 1 6.79148512 13.57164512 0.00648000
169 2 11.31543512 13.03086512 9.31924512
170 2 7.92079512 12.73284512 13.03620512
171 2 11.32122512 7.33504512 11.01702512
172 2 13.01955512 7.93607512 12.73447512
173 2 9.34176512 9.63869512 7.92436512
174 2 9.62553512 7.92598512 9.33757512
175 2 12.72815512 13.00501512 7.93599512
176 2 7.32970512 11.02348512 11.33658512
177 2 10.72900512 9.03051512 12.70993512
178 2 13.02461512 11.03547512 9.03524512
179 2 9.03561512 12.70511512 10.71687512
180 2 11.31956512 10.73377512 7.65020512
181 2 9.32544512 10.74868512 12.42665512
182 2 12.43054512 9.62337512 11.02517512
183 2 7.62938512 7.33801512 7.92124512
184 2 7.93203512 9.63942512 9.33507512
185 1 11.87414512 11.87707512 8.46889512
186 1 8.47406512 11.86227512 11.89105512
187 1 8.47752512 8.47301512 8.48628512
188 1 11.87882512 8.46401512 11.85915512
189 1 10.18519512 13.56839512 10.17511512
190 1 10.19556512 10.18744512 13.56833512
191 1 6.80174512 10.17743512 10.17743512
192 1 6.79148512 13.57164512 6.79299512
